"V1"	"V2"	"V3"
"5178"	4368	823	1057
"5179"	7766	5000	8823
"5180"	448	883	2955
"5181"	11081	799	4508
"5182"	4456	5874	9654
"5183"	5332	4832	7122
"5184"	7222	4092	14476
"5185"	2831	11081	799
"5186"	8891	8870	8868
"5187"	13172	13722	720
"5188"	14610	5697	11551
"5189"	14984	51	10470
"5190"	14610	16166	6875
"5191"	4456	9654	9768
"5192"	11311	5017	5208
"5193"	989	4456	6427
"5194"	14984	1558	14598
"5195"	756	667	478
"5196"	14633	15123	13732
"5197"	13245	15736	7243
"5198"	14984	9934	4621
"5199"	1748	14918	9818
"5200"	14610	16166	10985
"5201"	1	184	10696
"5202"	1825	9806	1150
"5203"	4911	3022	7219
"5204"	2072	8945	768
"5205"	3228	7822	4108
"5206"	14633	13732	15123
"5207"	1951	4973	13690
"5208"	551	28	486
"5209"	756	6	284
"5210"	5311	9965	12332
"5211"	823	9591	2279
"5212"	1825	9806	1091
"5213"	9626	13745	8756
"5214"	5874	9768	9654
"5215"	16185	14944	9791
"5216"	13460	16962	10642
"5217"	799	11081	7343
"5218"	11756	2188	719
"5219"	883	2955	193
"5220"	14166	16938	8538
"5221"	4351	4911	13806
"5222"	11186	7093	3100
"5223"	1748	15783	3257
"5224"	3391	14984	10870
"5225"	13172	720	3037
"5226"	14984	9934	9844
"5227"	9028	13579	1090
"5228"	10985	16817	12619
"5229"	16076	10413	9480
"5230"	1666	2241	1105
"5231"	14496	2477	14252
"5232"	16046	6917	8738
"5233"	12868	1	11145
"5234"	29	11275	62
"5235"	10696	13444	184
"5236"	10422	13928	7209
"5237"	685	5046	5475
"5238"	13722	13172	720
"5239"	4837	12232	8442
"5240"	9278	14822	1609
"5241"	7497	7492	8569
"5242"	13722	13172	4299
"5243"	858	7379	15038
"5244"	14984	9934	9844
"5245"	1210	2093	978
"5246"	7249	9363	16237
"5247"	1116	16185	3429
"5248"	5896	1510	1698
"5249"	9608	8916	10379
"5250"	16869	16808	15837
"5251"	14610	16166	6875
"5252"	2848	15468	13416
"5253"	7284	1390	1228
"5254"	10696	184	1455
"5255"	13382	15366	12479
"5256"	552	1116	3024
"5257"	10788	16046	13288
"5258"	13172	720	3037
"5259"	1825	9806	5000
"5260"	16	11265	6496
"5261"	10542	8095	1818
"5262"	1201	1617	184
"5263"	4911	4351	13806
"5264"	1951	4973	13273
"5265"	3391	14984	12866
"5266"	1503	4694	7070
"5267"	9626	8756	13745
"5268"	2483	1732	10491
"5269"	7329	5034	3676
"5270"	7497	5984	7492
"5271"	719	11756	2188
"5272"	6	1680	488
"5273"	15268	16319	16854
"5274"	16046	16887	5938
"5275"	978	454	4478
"5276"	10542	4344	15295
"5277"	13031	1503	5914
"5278"	421	1558	6433
"5279"	1214	1204	2222
"5280"	15872	16488	13933
"5281"	9768	4456	9654
"5282"	1818	6294	4726
"5283"	29	484	15
"5284"	4837	1792	8592
"5285"	13288	1116	9354
"5286"	10542	4344	15295
"5287"	15676	14566	9276
"5288"	1204	1010	1975
"5289"	2572	12240	12904
"5290"	5874	9654	4456
"5291"	14146	8120	13061
"5292"	16185	3429	6322
"5293"	16294	15484	15947
"5294"	1645	15	14984
"5295"	9244	1612	1630
"5296"	344	2217	16046
"5297"	719	11756	2188
"5298"	14661	16637	16076
"5299"	11604	3027	11933
"5300"	16076	10413	671
"5301"	1951	4973	4408
"5302"	10696	184	13444
"5303"	10919	823	2167
"5304"	1825	9178	1101
"5305"	5874	9654	9768
"5306"	8631	7419	8814
"5307"	177	312	1889
"5308"	11081	799	7343
"5309"	13460	16962	16904
"5310"	12619	3743	12336
"5311"	14984	2577	8893
"5312"	7382	8719	15523
"5313"	336	2716	10696
"5314"	2715	11833	8154
"5315"	227	3429	16185
"5316"	15841	11364	4101
"5317"	918	10050	5305
"5318"	11364	4101	10025
"5319"	3	62	15
"5320"	9570	16185	9941
"5321"	2758	245	2760
"5322"	5046	6662	5486
"5323"	8814	8631	14978
"5324"	1116	4696	1999
"5325"	915	7745	5792
"5326"	12416	2287	10168
"5327"	799	11081	4155
"5328"	10985	15680	16817
"5329"	13245	15736	7243
"5330"	2324	1678	1052
"5331"	28	484	1958
"5332"	13207	14774	9319
"5333"	1825	9806	1091
"5334"	1503	8776	7159
"5335"	11604	2991	1204
"5336"	16046	12827	14604
"5337"	14984	9934	10870
"5338"	858	7379	15988
"5339"	13245	15736	6806
"5340"	12315	12446	15872
"5341"	14984	1091	9934
"5342"	5305	6411	2126
"5343"	1365	3676	7329
"5344"	16076	10413	10021
"5345"	7382	7573	10576
"5346"	3415	7801	13471
"5347"	14984	9934	9844
"5348"	823	9591	2279
"5349"	2907	12641	2136
"5350"	1748	14918	9818
"5351"	2758	8942	16615
"5352"	14633	13732	15123
"5353"	14984	344	9468
"5354"	10551	16079	16630
"5355"	1999	10641	5927
"5356"	12054	9812	6016
"5357"	10967	671	691
"5358"	1886	16294	14289
"5359"	402	312	177
"5360"	3027	15676	9276
"5361"	14984	9934	9844
"5362"	13460	16962	10642
"5363"	1010	12479	248
"5364"	9015	2010	6855
"5365"	14984	9934	3391
"5366"	16234	12134	589
"5367"	5162	3614	6390
"5368"	7746	284	756
"5369"	589	9887	626
"5370"	768	7382	7077
"5371"	7314	2720	12205
"5372"	13722	13172	720
"5373"	6581	9633	10916
"5374"	14984	9934	6875
"5375"	14984	9934	9844
"5376"	10166	3521	1414
"5377"	16046	2758	16615
"5378"	9608	8916	10379
"5379"	15599	14463	9903
"5380"	16076	10413	101
"5381"	184	10696	1455
"5382"	9608	10379	10993
"5383"	15457	2831	195
"5384"	10184	4456	5874
"5385"	1792	13905	8592
"5386"	11425	4392	2074
"5387"	16926	8769	7085
"5388"	10050	15073	2376
"5389"	13722	13172	720
"5390"	13490	2446	8311
"5391"	1116	12121	16237
"5392"	10050	15073	10506
"5393"	448	883	2054
"5394"	8311	14944	13490
"5395"	9588	685	1886
"5396"	10123	12687	12446
"5397"	13599	2504	14698
"5398"	11364	10908	4101
"5399"	1682	1896	10418
"5400"	14633	13732	15123
"5401"	1825	9806	2115
"5402"	15891	10531	16525
"5403"	3391	12479	8592
"5404"	1792	13905	8592
"5405"	1792	13905	8592
"5406"	1927	1932	3656
"5407"	5	14742	14088
"5408"	1825	9806	772
"5409"	8994	15944	4186
"5410"	3649	3539	8939
"5411"	7122	5332	6038
"5412"	4837	8442	3649
"5413"	7329	5034	3676
"5414"	5896	1698	1510
"5415"	6660	7681	3550
"5416"	9178	1722	1101
"5417"	13288	12650	9354
"5418"	6917	8738	1340
"5419"	2907	12641	2136
"5420"	18	5268	2039
"5421"	10985	16817	5046
"5422"	9570	1764	1951
"5423"	6722	4394	64
"5424"	15676	14566	9276
"5425"	1666	1204	2929
"5426"	16046	12619	3743
"5427"	1013	9552	6843
"5428"	11159	1929	1477
"5429"	4478	978	3776
"5430"	284	7978	7746
"5431"	2307	1343	4703
"5432"	9608	8916	10379
"5433"	14166	6905	11418
"5434"	883	193	2955
"5435"	14633	15123	13732
"5436"	1932	1927	3656
"5437"	10457	10679	227
"5438"	2324	2550	1678
"5439"	11604	3391	2572
"5440"	1949	3052	7363
"5441"	799	11081	7343
"5442"	5034	7329	1365
"5443"	14633	15123	13732
"5444"	16637	7256	6472
"5445"	14335	6988	16314
"5446"	16076	10413	64
"5447"	6855	9015	8307
"5448"	13179	16792	15944
"5449"	16294	15484	1241
"5450"	875	3669	4508
"5451"	11604	2483	1732
"5452"	14698	2504	14285
"5453"	5258	12898	3024
"5454"	4837	2899	8442
"5455"	6684	6328	10003
"5456"	8311	14944	13490
"5457"	14598	12508	12709
"5458"	14633	15123	13732
"5459"	8994	15944	11628
"5460"	14633	13732	15123
"5461"	6563	4517	6940
"5462"	14984	9934	10542
"5463"	7329	5034	1365
"5464"	15958	15783	4879
"5465"	7745	5792	6193
"5466"	551	11373	1950
"5467"	1748	14918	9818
"5468"	551	14633	15123
"5469"	740	8561	11502
"5470"	8561	740	11502
"5471"	1477	1904	2910
"5472"	15988	5914	1558
"5473"	9104	8159	1435
"5474"	12478	8707	16014
"5475"	29	484	28
"5476"	2504	14698	14285
"5477"	1651	11854	14822
"5478"	14088	508	5292
"5479"	9704	11186	4119
"5480"	9600	11803	16473
"5481"	4456	9654	9768
"5482"	16076	10413	16636
"5483"	11081	799	4502
"5484"	16185	3429	6322
"5485"	16520	13460	15805
"5486"	9142	3391	4985
"5487"	64	10872	1500
"5488"	14633	15123	8421
"5489"	16076	10413	13245
"5490"	6147	14598	12508
"5491"	4298	13818	16545
"5492"	402	312	236
"5493"	16046	404	889
"5494"	14944	8311	13490
"5495"	4456	9654	9768
"5496"	2715	11833	8234
"5497"	13382	15366	12479
"5498"	14588	1200	15023
"5499"	3391	1748	8650
"5500"	4298	13818	16545
"5501"	14166	11418	3648
"5502"	10050	15073	4837
"5503"	11961	14633	8312
"5504"	14984	10870	7222
"5505"	16076	10413	14503
"5506"	12054	9812	6016
"5507"	9456	1010	7461
"5508"	9570	3553	2021
"5509"	522	1010	3024
"5510"	667	6795	4376
"5511"	9608	10379	8916
"5512"	2692	1825	1975
"5513"	14166	11418	16980
"5514"	6660	7681	3550
"5515"	1658	1551	14201
"5516"	3097	15841	13732
"5517"	14633	12416	16046
"5518"	3415	7801	9393
"5519"	1999	9265	9716
"5520"	2572	12240	13650
"5521"	1402	10050	2376
"5522"	3415	7801	454
"5523"	1105	5896	3457
"5524"	10696	184	7931
"5525"	1756	11756	1091
"5526"	11604	1116	2991
"5527"	14944	8311	13490
"5528"	7193	3461	11311
"5529"	4837	13920	16046
"5530"	5081	5576	375
"5531"	16637	2572	6726
"5532"	13288	3583	12083
"5533"	14633	15123	13732
"5534"	10619	11441	10914
"5535"	3982	1116	3539
"5536"	28	3934	11786
"5537"	11918	4858	9515
"5538"	11330	14335	8543
"5539"	7259	1054	7280
"5540"	10696	184	2546
"5541"	1818	10899	456
"5542"	9552	6843	9430
"5543"	2222	38	1214
"5544"	14984	9393	1010
"5545"	14984	12868	11145
"5546"	2572	10985	12240
"5547"	3429	227	6322
"5548"	14633	15123	13732
"5549"	12315	12446	11963
"5550"	14982	16068	10478
"5551"	13172	13722	720
